num,Hc1zero,Hc2zero,Tc,b300,cohere,curiet,dHc2dt,debyet,dens,dtcdp,element,g300,gamma,gap,gapene,gapmeth,isoel,isotope,lata,latb,latc,moment,nHc1zero,nHc2zero,ncohere,ndHc2dto,neelt,npenet,pHc1zero,pHc2zero,pcohere,pdHc2dto,penet,ppenet,rh300,rh300n,rh300p,spheat,spjump,str3,thc300,tp300,tp300p,uHc1,uHc2,ub,ucohere,udHc2dt,udtcdp,ug,ugamma,ugap,uhall,ujump,umoment,upenet,uthc,utp,uye,ye300
9816,,,71.0,,,,,,,,Y1Ba1.8K0.2Cu3Oz,,,,,,,,3.8761,3.8133,11.6598,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9817,,,,,,,,,,,La2Ba2Cu4O9.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9818,,,18.0,,,,,,,,La1.9Er0.1Ba2Ca0.2Cu4.2O9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9819,,,40.0,,,,,,,,La1.8Er0.2Ba2Ca0.4Cu4.4O10.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9820,,,66.0,,,,,,,,La1.75Er0.25Ba2Ca0.5Cu4.5O10.662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9821,,,70.0,,,,,,,,La1.7Er0.3Ba2Ca0.6Cu4.6O10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9822,,,71.0,,,,,,,,La1.65Er0.35Ba2Ca0.7Cu4.7O11.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9823,,,76.0,,,,,,,,La1.6Er0.4Ba2Ca0.8Cu4.8O11.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9824,,,76.0,,,,,,,,La1.55Er0.45Ba2Ca0.9Cu4.9O11.664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9825,,,78.0,,,,,,,,La1.5Er0.5Ba2Ca1Cu5O11.907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9826,,,79.0,,,,,,,,La1Er1Ba2Ca2Cu6O14.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9827,,,15.0,,,,,,,,La1.9Gd0.1Ba2Ca0.2Cu4.2O9.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9828,,,39.0,,,,,,,,La1.8Gd0.2Ba2Ca0.4Cu4.4O10.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9829,,,64.0,,,,,,,,La1.7Gd0.3Ba2Ca0.6Cu4.6O10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9830,,,76.0,,,,,,,,La1.6Gd0.4Ba2Ca0.8Cu4.8O11.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9831,,,79.0,,,,,,,,La1.5Gd0.5Ba2Ca1Cu5O11.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9832,,,79.0,,,,,,,,La1Gd1Ba2Ca2Cu6O14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9833,,,1.44,,,,,,,,Sr2Ru1O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sr2RuO4,,,,,,,,,,,,,,,,,,,,
9834,,,30.9,,,,,,,,Ru1Sr2Gd1.6Ce0.4Cu2O10+z,,,,,,,,3.84,,28.58,,,,,,,,,,,,,,,,,,,Ru1222,,35.8,,,,,,,,,,,,,,,,uV/K,,
9835,,,36.95,,,,,,,,Ru1Sr2Gd1.5Ce0.5Cu2O10+z,,,,,,,,3.84,,28.58,,,,,,,,,,,,,,,,,,,Ru1222,,32.6,,,,,,,,,,,,,,,,uV/K,,
9836,,,42.3,,,,,,,,Ru1Sr2Gd1.4Ce0.6Cu2O10+z,,,,,,,,3.84,,28.58,,,,,,,,,,,,,,,,,,,Ru1222,,24.2,,,,,,,,,,,,,,,,uV/K,,
9837,,,40.0,,,,,,,,Ru1Sr2Gd1.3Ce0.7Cu2O10+z,,,,,,,,3.84,,28.58,,,,,,,,,,,,,,,,,,,Ru1222,,23.2,,,,,,,,,,,,,,,,uV/K,,
9838,,,33.15,,,,,,,,Ru1Sr2Gd1.2Ce0.8Cu2O10+z,,,,,,,,3.84,,28.58,,,,,,,,,,,,,,,,,,,Ru1222,,29.5,,,,,,,,,,,,,,,,uV/K,,
9839,,,37.5,,,,,,,,Ru1Sr2Eu1.4Ce0.6Cu2O10+z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ru1222,,30.0,,,,,,,,,,,,,,,,uV/K,,
9840,,,32.0,,,,,,,,Ru1Sr2Eu1Cu2O8,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,,,Ru1212,,73.0,,,,,,,,,,,,,,,,uV/K,,
9841,,,11.3,,,,,,,,Sr0.4K0.6Bi1O3,,,,,,,,5.94,,8.43,,,,,,,,,,,,,,,,,,,BKBO,,,,,,,,,,,,,,,,,,,,
9842,,,11.55,,,,,,,,Sr0.4K0.6Bi1O3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BKBO,,,,,,,,,,,,,,,,,,,,
9843,,,88.0,,,,,,,,Bi2.1Sr2.1Ca0.8Cu2Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bi2212,,,,,,,,,,,,,,,,,,,,
9844,,,80.0,,,,,,,,Bi2.1Sr2.1Ca0.8Cu1.98Ni0.02S0.02Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bi2212,,,,,,,,,,,,,,,,,,,,
9845,,,78.0,,,,,,,,Bi2.1Sr2.1Ca0.8Cu1.9Ni0.1S0.1Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bi2212,,,,,,,,,,,,,,,,,,,,
9846,,,78.0,,,,,,,,Bi2.1Sr2.1Ca0.8Cu1.8Ni0.2S0.2Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bi2212,,,,,,,,,,,,,,,,,,,,
9847,,,110.0,,,,,,,,Bi1.9Pb0.5Sr2Ca2Cu3O10+z,,,38.5,8.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,Bi2223,,,,,,,,,,,,meV,,,,,,,,
9848,,,77.7,,,,,,,,Y1Ba2Cu4O8,,,,,,,,3.8402,3.8702,27.2283,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9849,,,,,,,,,,,Y1Ba1.78Sr0.22Cu4O8,,,,,,,,3.8299,3.8676,27.1707,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9850,,,,,,,,,,,Y1Ba1.68Sr0.32Cu4O8,,,,,,,,3.8232,3.8644,27.1387,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9851,,,,,,,,,,,Y1Ba1.38Sr0.62Cu4O8,,,,,,,,3.8086,3.8601,27.0588,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9852,,,76.0,,,,,,,,Y1Ba1.76Sr0.24Cu4O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9853,,,79.5,,,,,,,,Y1Ba1.46Sr0.54Cu4O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9854,,,80.5,,,,,,,,Y1Ba1.4Sr0.6Cu4O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9855,,,80.5,,,,,,,,Y1Ba2Cu4O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9856,,,79.8,,,,,,,,Y1Ba1.8Sr0.2Cu4O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9857,,,80.5,,,,,,,,Y1Ba1.6Sr0.4Cu4O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9858,,,81.2,,,,,,,,Y1Ba1.4Sr0.6Cu4O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9859,,,24.0,,,,,,,,Sm1La0.8Sr0.2Cu1O4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T*,,,,,,,,,,,,,,,,,,,,
9860,,0.5,1.31,,,,,397.0,,,Cd2Re2O7,,29.6,,,,,,10.2244,,,,,,,,,,,,,,,,,,,SP9860,37.9,pyrochlore,,,,,T,,,,,,mj/mol.K2,,,mj/mol.K,,,,,,
9861,,,1.0,,,,,,,,Cd2Re2O7,,,,,,,,10.226,,,,,,,,,,,,,,,,,,,,,pyrochlore,,,,,,,,,,,,,,,,,,,,
9862,,0.8,1.1,,,,,,,,Cd2Re2O7,,26.6,,,,,,10.221,,,,,,,,,,,,,,,,,,,,,pyrochlore,,,,,T,,,,,,mj/mol.K2,,,,,,,,,
9863,,,102.0,,,,,,,,Tl0.5Pb0.5Sr1.84Nd0.16Ca1Cu2O7,,,,,,,,3.815,,12.112,,,,,,,,,,,,,,,,,,,Tl1212,,,,,,,,,,,,,,,,,,,,
9864,,,90.5,,,,,,,,Y1Ba2Cu3O7-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9865,,,80.0,,,,,,,,Bi2Sr2Ca1Cu2O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bi2212,,,,,,,,,,,,,,,,,,,,
9866,,,130.0,,,,,,,,Tl1Ba2Ca2Cu3Oz,,,,,,,,3.85,,15.880999999999998,,,,,,,,,,,,,,,,,,,Tl1223,,,,,,,,,,,,,,,,,,,,
9867,,,19.75,,,,,,,,Ba0.5Nb1O2-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9868,,,18.05,,,,,,,,Ba0.25Nb1O2-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9873,,,78.0,,,,,,,,La1.7Nd0.3Ca0.6Ba2Cu4.6O11.892,,,,,,,,3.8735,,11.6686,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9874,,,70.0,,,,,,,,La1.6Nd0.4Ca0.8Ba2Cu4.8O10+z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9875,,,78.0,,,,,,,,La1.5Nd0.5Ca1Ba2Cu5O11.872,,,,,,,,3.8742,,11.6569,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9876,,,22.0,,,,,,,,La1.9Gd0.1Ca0.2Ba2Cu4.2O10+z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9877,,,64.0,,,,,,,,La1.7Gd0.3Ca0.6Ba2Cu4.6O10+z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9878,,,77.0,,,,,,,,La1.6Gd0.4Ca0.8Ba2Cu4.8O10+z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9879,,,80.0,,,,,,,,La1.5Gd0.5Ca1Ba2Cu5O10+z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9880,,,,,,,,,,,La2.5Ba2.5Cu5O11.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9881,,,25.0,,,,,,,,La2.3Yb0.1Ba2.3Ca0.2Cu5O11.805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9882,,,47.0,,,,,,,,La2.1Yb0.2Ba2.1Ca0.4Cu5O11.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9883,,,60.0,,,,,,,,La1.9Yb0.3Ba1.9Ca0.6Cu5O11.797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9884,,,76.0,,,,,,,,La1.7Yb0.4Ba1.7Ca0.8Cu5O11.795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9885,,,76.0,,,,,,,,La1.5Yb0.5Ba1.5Ca1Cu5O11.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9886,,,73.0,,,,,,,,La1.3Yb0.6Ba1.3Ca1.2Cu5O11.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9887,,,70.0,,,,,,,,La1.1Yb0.7Ba1.1Ca1.4Cu5O11.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9888,,,21.0,,,,,,,,La1.9Y0.1Ba2Ca0.2Cu4.2Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9889,,,42.0,,,,,,,,La1.8Y0.2Ba2Ca0.4Cu4.4Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9890,,,65.0,,,,,,,,La1.7Y0.3Ba2Ca0.6Cu4.6Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9891,,,78.0,,,,,,,,La1.6Y0.4Ba2Ca0.8Cu4.8Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9892,,,78.0,,,,,,,,La1.5Y0.5Ba2Ca1Cu5Oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125,,,,,,,,,,,,,,,,,,,,
9893,,,11.3,,,,,,,,Sr0.4K0.6Bi1O3,,,,,,,,5.94,,8.43,,,,,,,,,,,,,,,,,,,BKBO,,,,,,,,,,,,,,,,,,,,
9894,,,80.0,,,,,,,,La2.5Y0.5Ca1Ba3Cu7O16.574,,,,,,,,3.8609,,11.642000000000001,,,,,,,,,,,,,,,,,,,3137,,,,,,,,,,,,,,,,,,,,
9895,,,77.0,,,,,,,,La2.5Y0.5Ca1Ba3Cu6.86Fe0.14O16.578,,,,,,,,3.8689999999999998,,11.6697,,,,,,,,,,,,,,,,,,,3137,,,,,,,,,,,,,,,,,,,,
9896,,,68.0,,,,,,,,La2.5Y0.5Ca1Ba3Cu6.58Fe0.42O16.599,,,,,,,,3.8707,,11.6225,,,,,,,,,,,,,,,,,,,3137,,,,,,,,,,,,,,,,,,,,
9897,,,51.0,,,,,,,,La2.5Y0.5Ca1Ba3Cu6.3Fe0.7O16.627,,,,,,,,3.8772,,11.6318,,,,,,,,,,,,,,,,,,,3137,,,,,,,,,,,,,,,,,,,,
9898,,,89.6,,,,,,,,La1Ba2Cu3O7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9899,,,68.3,,,,,,,,La0.9Pr0.1Ba2Cu3O7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9900,,,59.8,,,,,,,,La0.8Pr0.2Ba2Cu3O7,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9901,,,57.1,,,,,,,,La0.7Pr0.3Ba2Cu3O7,,,,,,,,,,,,,,,,10.8,,,,,,,,,,,SP9901,,Y123,,,,,,,,,,,,,,,,,,,,
9902,,,54.8,,,,,,,,La0.6Pr0.4Ba2Cu3O7,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9903,,,51.7,,,,,,,,La0.5Pr0.5Ba2Cu3O7,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9904,,,,,,,,,,,La0.4Pr0.6Ba2Cu3O7,,,,,,,,,,,,,,,,14.7,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9905,,,,,,,,,,,La0.3Pr0.7Ba2Cu3O7,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9906,,,,,,,,,,,La0.2Pr0.8Ba2Cu3O7,,,,,,,,,,,,,,,,16.2,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9907,,,,,,,,,,,La0.1Pr0.9Ba2Cu3O7,,,,,,,,,,,,,,,,17.4,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9908,,,,,,,,,,,Pr1Ba2Cu3O7,,,,,,,,,,,,,,,,17.8,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9909,,,63.0,,,,,,,,Y1Ba2Cu3.964Ni0.036O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9910,,,68.0,,,,,,,,Y1Ba2Cu3.98Zn0.02O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9911,,,56.0,,,,,,,,Y1Ba2Cu3.96Zn0.04O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y124,,,,,,,,,,,,,,,,,,,,
9912,,,85.2,,,,,,,,Y0.625La0.375Ba2Cu3O7-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9913,,,63.7,,,,,,,,Y0.5625La0.3375Pr0.1Ba2Cu3O7-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9914,,,44.8,,,,,,,,Y0.5La0.3Pr0.2Ba2Cu3O7-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9915,,,28.9,,,,,,,,Y0.4375La0.2625Pr0.3Ba2Cu3O7-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9916,,,50.0,,,,,,,,Y0.625La0.375Ba2Cu3O7-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9917,,,40.0,,,,,,,,Y0.5625La0.3375Pr0.1Ba2Cu3O7-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9918,,,21.0,,,,,,,,Y0.5La0.3Pr0.2Ba2Cu3O7-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9919,,,0.0,,,,,,,,Y0.4375La0.2625Pr0.3Ba2Cu3O7-z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9920,,,92.2,,,,,,,,Y1Ba2Cu3O6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9921,,,78.5,,,,,,,,Y0.9Pr0.1Ba2Cu3O6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9922,,,58.5,,,,,,,,Y0.8Pr0.2Ba2Cu3O6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9923,,,39.3,,,,,,,,Y0.7Pr0.3Ba2Cu3O6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9924,,,33.0,,,,,,,,Y0.65Pr0.35Ba2Cu3O6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9925,,,20.4,,,,,,,,Y0.6Pr0.4Ba2Cu3O6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9926,,,84.4,,,,,,,,Y1Ba2Cu3O6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9927,,,61.5,,,,,,,,Y0.9Pr0.1Ba2Cu3O6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9928,,,45.2,,,,,,,,Y0.8Pr0.2Ba2Cu3O6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9929,,,27.4,,,,,,,,Y0.7Pr0.3Ba2Cu3O6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9930,,,16.3,,,,,,,,Y0.65Pr0.35Ba2Cu3O6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9931,,,61.1,,,,,,,,Y1Ba2Cu3O6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9932,,,52.2,,,,,,,,Y0.9Pr0.1Ba2Cu3O6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9933,,,41.5,,,,,,,,Y0.8Pr0.2Ba2Cu3O6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9934,,,25.2,,,,,,,,Y0.7Pr0.3Ba2Cu3O6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9935,,,6.3,,,,,,,,Y0.65Pr0.35Ba2Cu3O6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9936,,,49.6,,,,,,,,Y1Ba2Cu3O6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9937,,,44.1,,,,,,,,Y0.9Pr0.1Ba2Cu3O6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9938,,,37.0,,,,,,,,Y0.8Pr0.2Ba2Cu3O6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9939,,,28.5,,,,,,,,Y0.7Pr0.3Ba2Cu3O6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9940,,,21.5,,,,,,,,Y0.65Pr0.35Ba2Cu3O6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9941,,,0.0,,,,,,,,Y0.6Pr0.4Ba2Cu3O6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9942,,,31.1,,,,,,,,Y1Ba2Cu3O6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9943,,,21.1,,,,,,,,Y0.9Pr0.1Ba2Cu3O6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9944,,,11.1,,,,,,,,Y0.8Pr0.2Ba2Cu3O6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9945,,,0.0,,,,,,,,Y0.7Pr0.3Ba2Cu3O6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y123,,,,,,,,,,,,,,,,,,,,
9946,,,17.8,,,,,,,,La1.89Ba0.11Cu1O4,,,,,,,,5.4378,5.4756,15.7902,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,
9947,,,,,,,,,,,Pb2Sr2Cm1Cu3O8,,,,,,,,5.4253,5.4605,15.8055,8.7,,,,,18.0,,,,,,,,,,,,,Pb3212,,,,,,,,,,,,,,,,,,,,
9948,,,,,,,,,,,Pb2Sr2Cm0.5Ca0.5Cu3O8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pb3212,,,,,,,,,,,,,,,,,,,,
9949,,,,,,,,,,,La1.875Ba0.125Cu0.98Zn0.02O4,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,mj/mol.K2,,,,,,,,,
9950,,,,,,,,,,,La1.875Ba0.125Cu0.96Zn0.04O4,,8.57,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,mj/mol.K2,,,,,,,,,
9951,,,,,,,,,,,La1.875Ba0.125Cu0.94Zn0.06O4,,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,mj/mol.K2,,,,,,,,,
9952,,,,,,,,,,,La1.875Ba0.125Cu0.92Zn0.08O4,,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,mj/mol.K2,,,,,,,,,
9953,,,,,,,,,,,La1.875Ba0.125Cu0.9Zn0.1O4,,11.96,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,mj/mol.K2,,,,,,,,,
9954,,,,,,,,,,,La1.875Ba0.125Cu0.875Zn0.125O4,,12.32,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,mj/mol.K2,,,,,,,,,
9955,,,,,,,,,,,La1.875Ba0.125Cu0.99Ni0.01O4,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,mj/mol.K2,,,,,,,,,
9956,,,,,,,,,,,La1.875Ba0.125Cu0.98Ni0.02O4,,6.55,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,mj/mol.K2,,,,,,,,,
9957,,,,,,,,,,,La1.875Ba0.125Cu0.96Ni0.04O4,,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,mj/mol.K2,,,,,,,,,
9958,,,,,,,,,,,La1.875Ba0.125Cu0.94Ni0.06O4,,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,mj/mol.K2,,,,,,,,,
9959,,,15.6,,,,,,,,Hg0.75W0.25Sr2Gd1.5Ce0.5Cu2Oz,,,,,,,,3.838,,29.115,,,,,,,,,,,,,,,,,,,Hg1222,,,,,,,,,,,,,,,,,,,,
9960,,,27.0,,,,,,,,Hg0.75Mo0.25Sr2Gd1.5Ce0.5Cu2Oz,,,,,,,,3.842,,29.108,,,,,,,,,,,,,,,,,,,Hg1222,,,,,,,,,,,,,,,,,,,,
9961,,,,,,,,,,,Hg0.75V0.25Sr2Gd1.5Ce0.5Cu2Oz,,,,,,,,3.86,,28.858,,,,,,,,,,,,,,,,,,,Hg1222,,,,,,,,,,,,,,,,,,,,
9962,,,,,,,,,,,Hg0.75Cr0.25Sr2Gd1.5Ce0.5Cu2Oz,,,,,,,,3.864,,28.676,,,,,,,,,,,,,,,,,,,Hg1222,,,,,,,,,,,,,,,,,,,,
