num,Hc1zero,Hc2zero,Tc,b300,cohere,curiet,dHc2dt,debyet,dens,dtcdp,element,g300,gamma,gap,gapene,gapmeth,isoel,isotope,lata,latb,latc,moment,nHc1zero,nHc2zero,ncohere,ndHc2dto,neelt,npenet,pHc1zero,pHc2zero,pcohere,pdHc2dto,penet,ppenet,rh300,rh300n,rh300p,spheat,spjump,str3,thc300,tp300,tp300p,uHc1,uHc2,ub,ucohere,udHc2dt,udtcdp,ug,ugamma,ugap,uhall,ujump,umoment,upenet,uthc,utp,uye,ye300
112712,,,37.6,,,,,,,,B2Mg1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlB2,,,,,,,,,,,,,,,,,,,,
112713,,,9.1,,,,,,,,B2.1Nb1,,,,4.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,AlB2,,,,,,,,,,,,,,,,,,,,
112714,,,4.4,,,,,,,,As2Te3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112715,,,0.2,,,,,,,,As1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112716,,,3.3,,,,,,,,Te1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112717,,,1.694,,,,,,,-0.023,Re1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K/GPa,,,,,,,,,,,
112718,,,1.694,,,,,,,-0.023,Re1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K/GPa,,,,,,,,,,,
112719,,,1.844,,,,,,,,Os2.76Re97.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112720,,,1.876,,,,,,,,Os8.33Re91.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112721,,,2.12,,,,,292.7,,,Mo3.29Zr96.71,,3.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112722,,,2.53,,,,,273.3,,,Mo3.95Zr96.05,,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112723,,,4.0,,,,,230.4,,,Mo5.22Zr94.78,,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112724,,,4.74,,,,,219.2,,,Mo6.86Zr93.14,,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112725,,,5.0,,,,,217.2,,,Mo8.75Zr91.25,,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112726,,,4.91,,,,,213.6,,,Mo13Zr87,,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112727,,,2.64,,,,,,,,Nb3Rh1,,,,,,,,5.1317,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112728,,,,,,,,,,,Nb3Os1,,,,,,,,5.1359,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112729,,,,,,,,,,,Ir1Nb3,,,,,,,,5.1356,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112730,,,10.9,,,,,,,,Nb3Pt1,,,,,,,,5.1547,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112731,,,11.5,,,,,,,,Au1Nb3,,,,,,,,5.2027,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112732,,,2.28,,,,,,,,Nb3Rh0.98Co0.02,,,,,,,,5.132000000000001,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112733,,,1.96,,,,,,,,Nb3Rh0.95Co0.05,,,,,,,,5.135,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112734,,,1.9,,,,,,,,Nb3Rh0.9Co0.1,,,,,,,,5.1347,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112735,,,2.42,,,,,,,,Nb3Rh0.98Ru0.02,,,,,,,,5.132000000000001,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112736,,,2.42,,,,,,,,Nb3Rh0.95Ru0.05,,,,,,,,5.135,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112737,,,2.44,,,,,,,,Nb3Rh0.9Ru0.1,,,,,,,,5.1346,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112738,,,2.5,,,,,,,,Nb3Rh0.98Pd0.02,,,,,,,,5.132999999999999,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112739,,,2.49,,,,,,,,Nb3Rh0.95Pd0.05,,,,,,,,5.1339999999999995,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112740,,,2.55,,,,,,,,Nb3Rh0.9Pd0.1,,,,,,,,5.1345,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112741,,,2.42,,,,,,,,Nb3Rh0.98Os0.02,,,,,,,,5.1339999999999995,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112742,,,2.39,,,,,,,,Nb3Rh0.95Os0.05,,,,,,,,5.132000000000001,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112743,,,2.3,,,,,,,,Nb3Rh0.9Os0.1,,,,,,,,5.1302,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112744,,,,,,,,,,,Nb3Rh0.7Os0.3,,,,,,,,5.1315,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112745,,,,,,,,,,,Nb3Rh0.5Os0.5,,,,,,,,5.1334,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112746,,,,,,,,,,,Nb3Rh0.3Os0.7,,,,,,,,5.1345,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112747,,,,,,,,,,,Nb3Rh0.1Os0.9,,,,,,,,5.1354,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112748,,,2.43,,,,,,,,Nb3Rh0.98Ir0.02,,,,,,,,5.131,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112749,,,2.38,,,,,,,,Nb3Rh0.95Ir0.05,,,,,,,,5.132000000000001,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112750,,,,,,,,,,,Nb3Rh0.9Ir0.1,,,,,,,,5.1329,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112751,,,,,,,,,,,Nb3Rh0.7Ir0.3,,,,,,,,5.1339999999999995,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112752,,,,,,,,,,,Nb3Rh0.5Ir0.5,,,,,,,,5.1349,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112753,,,,,,,,,,,Nb3Rh0.3Ir0.7,,,,,,,,5.1349,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112754,,,,,,,,,,,Nb3Rh0.1Ir0.9,,,,,,,,5.1345,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112755,,,2.52,,,,,,,,Nb3Rh0.98Pt0.02,,,,,,,,5.132000000000001,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112756,,,2.53,,,,,,,,Nb3Rh0.95Pt0.05,,,,,,,,5.132999999999999,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112757,,,2.8,,,,,,,,Nb3Rh0.9Pt0.1,,,,,,,,5.1336,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112758,,,5.1,,,,,,,,Nb3Rh0.7Pt0.3,,,,,,,,5.1395,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112759,,,6.25,,,,,,,,Nb3Rh0.5Pt0.5,,,,,,,,5.145,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112760,,,7.4,,,,,,,,Nb3Rh0.3Pt0.7,,,,,,,,5.1487,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112761,,,7.9,,,,,,,,Nb3Rh0.1Pt0.9,,,,,,,,5.1534,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112762,,,8.9,,,,,,,,Nb3Rh0.05Pt0.95,,,,,,,,5.16,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112763,,,9.6,,,,,,,,Nb3Rh0.02Pt0.98,,,,,,,,5.157,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112764,,,2.53,,,,,,,,Nb3Rh0.98Au0.02,,,,,,,,5.132999999999999,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112765,,,2.52,,,,,,,,Nb3Rh0.95Au0.05,,,,,,,,5.1370000000000005,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112766,,,2.7,,,,,,,,Nb3Rh0.9Au0.1,,,,,,,,5.1412,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112767,,,4.6,,,,,,,,Nb3Rh0.7Au0.3,,,,,,,,5.1573,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112768,,,6.6,,,,,,,,Nb3Rh0.5Au0.5,,,,,,,,5.1688,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112769,,,9.5,,,,,,,,Nb3Rh0.3Au0.7,,,,,,,,5.1827,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112770,,,10.8,,,,,,,,Nb3Rh0.1Au0.9,,,,,,,,5.196000000000001,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112771,,,11.0,,,,,,,,Nb3Rh0.05Au0.95,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112772,,,10.9,,,,,,,,Nb3Rh0.02Au0.98,,,,,,,,5.202999999999999,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
112773,,0.29100000000000004,9.23,,,,,278.0,,,Nb99.976O0.024,,7.95,,,,,,3.3002,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,mj/mol.K2,,,,,,,,,
112774,,0.415,9.03,,,,,256.0,,,Nb99.861O0.139,,7.67,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,mj/mol.K2,,,,,,,,,
112775,,0.586,8.5,,,,,260.0,,,Nb99.445O0.555,,7.43,,,,,,3.3025,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,mj/mol.K2,,,,,,,,,
112776,,0.745,8.1,,,,,260.0,,,Nb99.078O0.922,,7.23,,,,,,3.3023,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,mj/mol.K2,,,,,,,,,
112777,,0.8420000000000001,7.85,,,,,268.0,,,Nb98.68O1.32,,6.92,,,,,,3.306,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,mj/mol.K2,,,,,,,,,
112778,,0.917,7.33,,,,,274.0,,,Nb98O2,,6.67,,,,,,3.3093,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,mj/mol.K2,,,,,,,,,
112779,,0.851,6.13,,,,,296.0,,,Nb96.5O3.5,,5.94,,,,,,3.313,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,mj/mol.K2,,,,,,,,,
112780,1735.0,,9.25,,,,,,,,Nb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oe,,,,,,,,,,,,,,,,
112781,,0.416,9.21,,,,,,,,Nb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112782,,0.31,0.24,,,,,,,,Ba6Ge25,,,,,,,,14.5564,,,,,,,,,,,,,,,,,,,,,clathrate,,,,,T,,,,,,,,,,,,,,,
112783,,,0.84,,,,1.11,,,,Ba4Na2Ge25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clathrate,,,,,,,,T/K,,,,,,,,,,,,
112784,,23.0,38.5,,,,,,,,B2Mg1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlB2,,,,,T,,,,,,,,,,,,,,,
112785,0.28,,38.0,,,,,,,,B2Mg1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlB2,,,,T,,,,,,,,,,,,,,,,
112786,,2.86,37.9,,,,,,,,B2Mg1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlB2,,,,,T,,,,,,,,,,,,,,,
112787,,10.9,9.05,,,,,,,,Nb0.36Ti0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112788,,11.7,8.99,,,,,,,,Ti0.64Nb0.34Ta0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112789,,11.9,8.9,,,,,,,,Ti0.64Nb0.32Ta0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112790,,11.9,8.74,,,,,,,,Ti0.64Nb0.28Ta0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112791,,11.8,8.56,,,,,,,,Ti0.64Nb0.26Ta0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112792,,11.5,8.32,,,,,,,,Ti0.64Nb0.24Ta0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112793,,11.01,8.18,,,,,,,,Ti0.64Nb0.18Ta0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112794,,9.97,7.78,,,,,,,,Ti0.64Nb0.1Ta0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112795,,,7.53,,,,,,,,Ta0.36Ti0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112796,,8.71,,,,,,,,,Nb0.4Zr0.3Hf0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112797,,9.11,,,,,,,,,Nb0.4Ti0.2Zr0.2Hf0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112798,,9.98,,,,,,,,,Nb0.35Zr0.35Ti0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112799,,10.4,,,,,,,,,Nb0.35Zr0.2Ti0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112800,,11.4,,,,,,,,,Nb0.32Ti0.64Hf0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112801,,11.86,,,,,,,,,Nb0.39Ti0.53Zr0.04Ta0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112802,,12.41,,,,,,,,,Nb0.36Ti0.6Ta0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112803,,11.79,,,,,,,,,Nb0.4Ti0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112804,,11.39,,,,,,,,,Nb0.35Ti0.64W0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112805,,11.23,,,,,,,,,Nb0.34Ti0.65Mo0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112806,,11.02,,,,,,,,,Nb0.4Ti0.52Hf0.04V0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112807,,10.79,,,,,,,,,Nb0.42Ta0.04Ti0.5Hf0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112808,,9.84,,,,,,,,,Nb0.5Ti0.45Zr0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112809,,8.73,,,,,,,,,Ta0.53Ti0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112810,,7.77,,,,,,,,,Ta0.63Ti0.3Zr0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112811,,8.02,,,,,,,,,Nb0.77Zr0.13Ti0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112812,,7.71,,,,,,,,,Nb0.8Ti0.1Zr0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112813,,6.0,,,,,,,,,Nb0.76Ti0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112814,,5.59,,,,,,,,,Nb0.78Ti0.21Zr0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112815,,4.09,,,,,,,,,Nb0.8Ti0.19Fe0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112816,,9.14,,,,,,,,,Nb0.58Ti0.3Zr0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112817,,8.79,,,,,,,,,Nb0.6Ti0.3Zr0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112818,,7.73,,,,,,,,,Nb0.69Ti0.15Zr0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112819,,7.61,,,,,,,,,Nb0.66Ti0.15Zr0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112820,,7.16,,,,,,,,,Nb0.67Zr0.11Hf0.11Ti0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112821,,6.59,,,,,,,,,Nb0.74Zr0.13Hf0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,
112822,,,9.273,,387.0,,,,,,Nb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,
112823,,,9.226,,343.0,,,,,,Nb0.995Ta0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,
112824,,,9.079,,268.0,,,,,,Nb0.99Ta0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,
112825,,,7.49,,,,,376.0,,,Ti0.415V0.585,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112826,,,6.86,,,,,348.0,,,Ti0.106V0.894,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112827,,,9.2,,,,,242.0,,,Nb1,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112828,,,10.6,,,,,215.0,,,Nb0.75Zr0.25,,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112829,,,10.6,,,,,225.0,,,Nb0.65Zr0.35,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112830,,,9.7,,,,,202.0,,,Nb0.5Zr0.5,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112831,,,8.3,,,,,183.0,,,Nb0.25Zr0.75,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112832,,847.0,4.47,,,,,,,,Nb0.016Ta0.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oe,,,,,,,,,,,,,,,
112833,773.0,,4.465,,,,,,,,Nb0.025Ta0.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oe,,,,,,,,,,,,,,,,
112834,772.0,,4.47,,,,,,,,Nb0.04Ta0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oe,,,,,,,,,,,,,,,,
112835,768.0,,4.54,,,,,,,,Nb0.08Ta0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oe,,,,,,,,,,,,,,,,
112836,,2980.0,4.67,,,,,,,,Nb0.16Ta0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oe,,,,,,,,,,,,,,,
112837,,,4.48,,,,,,,,Ta1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112838,,,4.425,,,,,254.0,,,Ta1,,5.96,,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112839,,,4.51,,,,,256.0,,,Nb0.037Ta0.963,,6.06,,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112840,,,4.76,,,,,258.0,,,Nb0.14Ta0.86,,6.17,,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112841,,,5.72,,,,,260.0,,,Nb0.405Ta0.595,,6.46,,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112842,,,6.54,,,,,261.0,,,Nb0.58Ta0.42,,6.73,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
112843,,106.0,5.17,,,,,377.0,,,V1,,9.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112844,,84.7,4.3,,,,,364.0,,,Nb0.15V0.85,,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112845,,76.3,4.03,,,,,326.0,,,Nb0.2V0.8,,8.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112846,,76.2,4.25,,,,,298.0,,,Nb0.5V0.5,,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112847,,84.4,4.9,,,,,285.0,,,Nb0.69V0.31,,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112848,,97.0,5.76,,,,,275.0,,,Nb0.8V0.2,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112849,,119.1,6.95,,,,,266.0,,,Nb0.9V0.1,,7.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112850,,150.0,9.18,,,,,248.0,,,Nb1,,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112851,,87.0,4.47,,,,,341.0,,,Ta0.1V0.9,,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112852,,67.0,3.58,,,,,300.0,,,Ta0.24V0.76,,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112853,,46.5,2.73,,,,,273.0,,,Ta0.5V0.5,,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112854,,45.6,3.0,,,,,256.0,,,Ta0.7V0.3,,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112855,,50.0,3.58,,,,,250.0,,,Ta0.9V0.1,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112856,,61.2,4.33,,,,,251.0,,,Ta1,,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112857,,117.2,7.42,,,,,257.0,,,Nb0.8Ta0.2,,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112858,,103.5,6.8,,,,,263.0,,,Nb0.7Ta0.3,,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112859,,88.3,5.93,,,,,260.0,,,Nb0.5Ta0.5,,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112860,,72.8,5.15,,,,,260.0,,,Nb0.3Ta0.7,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112861,,65.6,4.58,,,,,255.0,,,Nb0.15Ta0.85,,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E+3 A/m,,,,,,mj/mol.K2,,,,,,,,,
112862,,,5.32,,,,,,,,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112863,,,5.15,,,,,,,,Cr0.0018V0.9982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
